iter	Passed	Remaining
1664	19635	98296
1665	19648	98289
1666	19659	98272
1667	19669	98250
1668	19679	98234
1669	19691	98222
1670	19702	98207
1671	19716	98203
1672	19727	98187
1673	19739	98177
1674	19751	98168
1675	19761	98148
1676	19771	98127
1677	19781	98105
1678	19791	98086
1679	19800	98061
1680	19811	98044
1681	19822	98026
1682	19830	97999
1683	19841	97981
1684	19850	97955
1685	19860	97936
1686	19871	97919
1687	19880	97894
1688	19890	97876
1689	19900	97853
1690	19912	97840
1691	19924	97830
1692	19935	97819
1693	19944	97793
1694	19955	97777
1695	19964	97750
1696	19975	97732
1697	19985	97715
1698	19995	97694
1699	20005	97675
1700	20014	97648
1701	20024	97629
1702	20035	97610
1703	20046	97597
1704	20058	97584
1705	20069	97570
1706	20077	97543
1707	20088	97526
1708	20098	97506
1709	20110	97495
1710	20122	97481
1711	20132	97463
1712	20141	97437
1713	20151	97417
1714	20159	97390
1715	20170	97373
1716	20181	97356
1717	20190	97333
1718	20200	97314
1719	20210	97292
1720	20220	97272
1721	20231	97254
1722	20242	97239
1723	20252	97219
1724	20260	97193
1725	20270	97172
1726	20281	97155
1727	20290	97130
1728	20301	97116
1729	20311	97097
1730	20322	97081
1731	20333	97067
1732	20345	97055
1733	20354	97030
1734	20365	97014
1735	20374	96990
1736	20384	96970
1737	20396	96957
1738	20405	96937
1739	20416	96919
1740	20427	96905
1741	20437	96884
1742	20448	96871
1743	20460	96858
1744	20471	96842
1745	20482	96830
1746	20493	96813
1747	20502	96790
1748	20515	96782
1749	20526	96769
1750	20537	96753
1751	20551	96750
1752	20564	96746
1753	20577	96741
1754	20587	96722
1755	20598	96704
1756	20612	96706
1757	20624	96694
1758	20634	96672
1759	20645	96657
1760	20656	96644
1761	20666	96623
1762	20678	96610
1763	20690	96604
1764	20707	96614
1765	20725	96631
1766	20744	96653
1767	20757	96651
1768	20771	96648
1769	20783	96639
1770	20795	96626
1771	20806	96610
1772	20815	96585
1773	20826	96573
1774	20839	96564
1775	20848	96541
1776	20858	96520
1777	20869	96504
1778	20877	96479
1779	20888	96460
1780	20896	96435
1781	20907	96416
1782	20917	96399
1783	20928	96381
1784	20937	96361
1785	20946	96336
1786	20957	96317
1787	20968	96305
1788	20980	96295
1789	20992	96283
1790	21005	96278
1791	21018	96272
1792	21029	96255
1793	21042	96250
1794	21054	96239
1795	21065	96226
1796	21075	96204
1797	21086	96191
1798	21097	96177
1799	21108	96161
1800	21120	96148
1801	21132	96138
1802	21144	96129
1803	21164	96156
1804	21174	96135
1805	21186	96123
1806	21197	96110
1807	21207	96089
1808	21217	96072
1809	21231	96069
1810	21243	96059
1811	21253	96040
1812	21263	96020
1813	21272	95995
1814	21282	95976
1815	21291	95954
1816	21301	95930
1817	21311	95913
1818	21320	95888
1819	21330	95869
1820	21339	95844
1821	21350	95830
1822	21360	95812
1823	21370	95790
1824	21381	95779
1825	21394	95773
1826	21408	95768
1827	21419	95755
1828	21436	95765
1829	21449	95759
1830	21460	95747
1831	21471	95731
1832	21482	95714
1833	21493	95701
1834	21504	95687
1835	21523	95705
1836	21533	95687
1837	21544	95674
1838	21556	95663
1839	21566	95642
1840	21576	95625
1841	21588	95611
1842	21599	95596
1843	21612	95592
1844	21623	95578
1845	21634	95560
1846	21644	95541
1847	21655	95528
1848	21665	95510
1849	21675	95488
1850	21685	95469
1851	21696	95455
1852	21708	95444
1853	21719	95427
1854	21728	95407
1855	21739	95389
1856	21749	95370
1857	21759	95353
1858	21770	95339
1859	21782	95326
1860	21793	95312
1861	21827	95398
1862	21838	95383
1863	21849	95369
1864	21864	95371
1865	21875	95357
1866	21885	95337
1867	21896	95321
1868	21904	95296
1869	21914	95277
1870	21923	95252
1871	21933	95232
1872	21941	95206
1873	21952	95188
1874	21962	95168
1875	21972	95150
1876	21982	95132
1877	21992	95112
1878	22005	95106
1879	22018	95101
1880	22031	95093
1881	22041	95074
1882	22053	95066
1883	22066	95057
1884	22078	95048
1885	22087	95027
1886	22098	95010
1887	22117	95032
1888	22133	95037
1889	22145	95028
1890	22156	95012
1891	22167	94995
1892	22179	94986
1893	22192	94982
1894	22202	94961
1895	22215	94955
1896	22226	94942
1897	22237	94923
1898	22246	94904
1899	22257	94885
1900	22265	94861
1901	22276	94843
1902	22285	94821
1903	22295	94804
1904	22306	94790
1905	22315	94765
1906	22326	94749
1907	22334	94724
1908	22344	94704
1909	22354	94686
1910	22363	94662
1911	22374	94644
1912	22384	94626
1913	22394	94609
1914	22405	94593
1915	22416	94579
1916	22428	94568
1917	22438	94550
1918	22449	94534
1919	22458	94514
1920	22468	94494
1921	22480	94482
1922	22491	94470
1923	22502	94452
1924	22514	94443
1925	22524	94425
1926	22534	94406
1927	22543	94383
1928	22553	94364
1929	22562	94339
1930	22572	94323
1931	22583	94307
1932	22592	94286
1933	22605	94277
1934	22616	94262
1935	22627	94248
1936	22642	94250
1937	22652	94233
1938	22661	94208
1939	22671	94193
1940	22682	94175
1941	22693	94162
1942	22704	94150
1943	22717	94143
1944	22728	94125
1945	22751	94163
1946	22765	94160
1947	22775	94141
1948	22787	94133
1949	22799	94120
1950	22808	94097
1951	22818	94080
1952	22830	94070
1953	22843	94063
1954	22853	94043
1955	22864	94028
1956	22872	94004
1957	22883	93988
1958	22893	93969
1959	22902	93947
1960	22912	93929
1961	22921	93905
1962	22931	93887
1963	22940	93862
1964	22950	93845
1965	22960	93826
1966	22969	93803
1967	22979	93787
1968	22989	93766
1969	23000	93754
1970	23011	93739
1971	23020	93716
1972	23031	93700
1973	23042	93686
1974	23052	93670
1975	23064	93656
1976	23073	93635
1977	23082	93614
1978	23093	93599
1979	23102	93578
1980	23112	93559
1981	23121	93536
1982	23131	93518
1983	23142	93501
1984	23150	93477
1985	23160	93459
1986	23169	93435
1987	23179	93417
1988	23190	93403
1989	23201	93388
1990	23213	93377
1991	23224	93363
1992	23234	93347
1993	23248	93344
1994	23260	93335
1995	23272	93322
1996	23282	93303
1997	23294	93295
1998	23305	93281
1999	23315	93260
2000	23325	93243
2001	23335	93227
2002	23345	93207
2003	23356	93193
2004	23366	93173
2005	23376	93157
2006	23387	93141
2007	23396	93120
2008	23408	93108
2009	23420	93097
2010	23429	93076
2011	23441	93067
2012	23452	93051
2013	23465	93045
2014	23477	93034
2015	23487	93016
2016	23498	93005
2017	23509	92988
2018	23519	92973
2019	23528	92949
2020	23546	92961
2021	23555	92940
2022	23565	92921
2023	23573	92898
2024	23583	92879
2025	23597	92875
2026	23606	92853
2027	23617	92837
2028	23626	92816
2029	23637	92803
2030	23647	92787
2031	23656	92765
2032	23669	92755
2033	23683	92754
2034	23695	92743
2035	23705	92727
2036	23720	92726
2037	23730	92710
2038	23739	92687
2039	23750	92671
2040	23760	92654
2041	23771	92641
2042	23781	92624
2043	23790	92601
2044	23800	92583
2045	23811	92568
2046	23821	92551
2047	23832	92538
2048	23842	92521
2049	23852	92502
2050	23863	92488
2051	23874	92472
2052	23884	92454
2053	23894	92436
2054	23903	92413
2055	23913	92396
2056	23922	92375
2057	23932	92355
2058	23942	92338
2059	23952	92322
2060	23963	92307
2061	23975	92299
2062	23985	92280
2063	23995	92262
2064	24005	92245
2065	24014	92223
2066	24025	92206
2067	24036	92193
2068	24047	92180
2069	24057	92162
2070	24066	92139
2071	24077	92126
2072	24088	92111
2073	24099	92098
2074	24109	92080
2075	24119	92061
2076	24128	92039
2077	24138	92023
2078	24148	92004
2079	24158	91987
2080	24167	91968
2081	24177	91947
2082	24188	91933
2083	24200	91925
2084	24210	91905
2085	24219	91887
2086	24228	91864
2087	24238	91846
2088	24247	91824
2089	24258	91812
2090	24269	91797
2091	24282	91789
2092	24294	91781
2093	24306	91771
2094	24318	91758
2095	24327	91738
2096	24339	91727
2097	24350	91714
2098	24360	91698
2099	24371	91684
2100	24382	91670
2101	24392	91650
2102	24403	91636
2103	24413	91619
2104	24425	91609
2105	24435	91594
2106	24447	91581
2107	24458	91566
2108	24467	91548
2109	24478	91531
2110	24490	91522
2111	24501	91510
2112	24511	91490
2113	24520	91470
2114	24530	91453
2115	24539	91430
2116	24549	91415
2117	24558	91393
2118	24569	91378
2119	24580	91365
2120	24589	91343
2121	24599	91327
2122	24608	91306
2123	24617	91285
2124	24627	91268
2125	24636	91245
2126	24646	91229
2127	24655	91206
2128	24666	91194
2129	24697	91252
2130	24714	91261
2131	24725	91248
2132	24735	91230
2133	24746	91216
2134	24756	91200
2135	24768	91188
2136	24782	91185
2137	24794	91176
2138	24804	91157
2139	24817	91150
2140	24829	91142
2141	24841	91130
2142	24850	91111
2143	24862	91100
2144	24872	91084
2145	24882	91065
2146	24894	91055
2147	24905	91041
2148	24914	91022
2149	24925	91005
2150	24933	90982
2151	24943	90965
2152	24955	90953
2153	24965	90936
2154	24976	90924
2155	24987	90908
2156	24996	90887
2157	25006	90870
2158	25014	90848
2159	25024	90830
2160	25033	90809
2161	25043	90789
2162	25053	90772
2163	25061	90750
2164	25073	90737
2165	25084	90726
2166	25095	90711
2167	25107	90701
2168	25118	90688
2169	25127	90669
2170	25139	90657
2171	25150	90641
2172	25160	90625
2173	25171	90613
2174	25183	90601
2175	25195	90593
2176	25206	90579
2177	25220	90576
2178	25231	90562
2179	25242	90549
2180	25253	90536
2181	25264	90522
2182	25274	90503
2183	25285	90492
2184	25295	90473
2185	25307	90462
2186	25320	90458
2187	25351	90516
2188	25366	90515
2189	25382	90520
2190	25395	90511
2191	25405	90494
2192	25416	90482
2193	25427	90468
2194	25437	90450
2195	25448	90438
2196	25458	90419
2197	25468	90402
2198	25479	90390
2199	25491	90378
2200	25503	90367
2201	25515	90360
2202	25527	90349
2203	25540	90341
2204	25550	90325
2205	25561	90312
2206	25571	90294
2207	25590	90308
2208	25602	90298
2209	25618	90302
2210	25631	90295
2211	25644	90289
2212	25658	90286
2213	25674	90288
2214	25692	90300
2215	25711	90315
2216	25725	90312
2217	25739	90307
2218	25750	90293
2219	25762	90285
2220	25773	90271
2221	25783	90252
2222	25795	90243
2223	25806	90231
2224	25817	90215
2225	25828	90201
2226	25839	90188
2227	25848	90169
2228	25860	90156
2229	25871	90142
2230	25880	90123
2231	25892	90114
2232	25905	90106
2233	25916	90093
2234	25927	90079
2235	25940	90071
2236	25952	90063
2237	25964	90051
2238	25974	90033
2239	25984	90016
2240	25994	90000
2241	26004	89982
2242	26012	89960
2243	26040	90004
2244	26054	89999
2245	26066	89992
2246	26077	89976
2247	26088	89963
2248	26099	89949
2249	26108	89928
2250	26118	89912
2251	26128	89894
2252	26139	89879
2253	26149	89864
2254	26159	89847
2255	26170	89832
2256	26182	89822
2257	26193	89809
2258	26203	89793
2259	26213	89776
2260	26223	89757
2261	26233	89740
2262	26242	89720
2263	26252	89704
2264	26263	89688
2265	26271	89666
2266	26281	89650
2267	26290	89629
2268	26300	89612
2269	26309	89591
2270	26319	89573
2271	26329	89557
2272	26342	89549
2273	26352	89533
2274	26364	89523
2275	26377	89515
2276	26389	89506
2277	26402	89500
2278	26414	89490
2279	26427	89483
2280	26438	89469
2281	26449	89456
2282	26460	89442
2283	26470	89424
2284	26486	89429
2285	26499	89420
2286	26511	89412
2287	26524	89403
2288	26535	89391
2289	26550	89389
2290	26563	89382
2291	26587	89413
2292	26600	89408
2293	26613	89400
2294	26626	89393
2295	26639	89386
2296	26652	89378
2297	26672	89396
2298	26691	89410
2299	26704	89402
2300	26715	89388
2301	26727	89376
2302	26738	89364
2303	26748	89347
2304	26761	89339
2305	26773	89329
2306	26784	89316
2307	26795	89302
2308	26805	89287
2309	26814	89266
2310	26826	89254
2311	26836	89237
2312	26845	89217
2313	26856	89202
2314	26865	89184
2315	26875	89165
2316	26885	89148
2317	26893	89127
2318	26903	89109
2319	26912	89088
2320	26921	89070
2321	26931	89051
2322	26941	89034
2323	26952	89022
2324	26962	89004
2325	26973	88991
2326	26984	88977
2327	26994	88962
2328	27006	88951
2329	27017	88936
2330	27025	88914
2331	27036	88901
2332	27048	88889
2333	27058	88873
2334	27070	88864
2335	27082	88853
2336	27092	88836
2337	27103	88821
2338	27114	88809
2339	27125	88794
2340	27136	88783
2341	27148	88770
2342	27158	88754
2343	27170	88743
2344	27182	88734
2345	27192	88718
2346	27207	88717
2347	27221	88712
2348	27231	88697
2349	27240	88676
2350	27251	88661
2351	27261	88645
2352	27269	88624
2353	27280	88609
2354	27290	88591
2355	27299	88574
2356	27310	88558
2357	27318	88537
2358	27328	88519
2359	27337	88500
2360	27347	88483
2361	27357	88465
2362	27366	88445
2363	27376	88429
2364	27386	88411
2365	27396	88397
2366	27407	88382
2367	27417	88366
2368	27428	88353
2369	27437	88334
2370	27451	88329
2371	27462	88315
2372	27474	88304
2373	27485	88291
2374	27495	88275
2375	27505	88258
2376	27513	88236
2377	27523	88219
2378	27532	88197
2379	27542	88182
2380	27551	88162
2381	27561	88145
2382	27574	88138
2383	27583	88120
2384	27593	88103
2385	27606	88094
2386	27616	88077
2387	27627	88066
2388	27638	88050
2389	27651	88046
2390	27662	88032
2391	27672	88014
2392	27683	88003
2393	27694	87989
2394	27705	87976
2395	27714	87954
2396	27724	87939
2397	27733	87919
2398	27812	88122
2399	27823	88108
2400	27834	88095
2401	27844	88078
2402	27872	88118
2403	27882	88100
2404	27891	88082
2405	27901	88065
2406	27910	88046
2407	27921	88032
2408	27932	88018
2409	27941	87998
2410	27951	87981
2411	27960	87960
2412	27970	87943
2413	27978	87922
2414	27988	87906
2415	27998	87888
2416	28009	87875
2417	28020	87861
2418	28031	87847
2419	28040	87830
2420	28051	87817
2421	28062	87802
2422	28071	87783
2423	28080	87764
2424	28091	87750
2425	28101	87733
2426	28111	87716
2427	28122	87704
2428	28132	87687
2429	28142	87669
2430	28152	87653
2431	28161	87635
2432	28173	87622
2433	28183	87606
2434	28191	87585
2435	28201	87568
2436	28210	87548
2437	28221	87533
2438	28232	87521
2439	28241	87502
2440	28252	87489
2441	28281	87532
2442	28298	87535
2443	28313	87534
2444	28322	87516
2445	28333	87501
2446	28343	87486
2447	28352	87465
2448	28361	87448
2449	28370	87428
2450	28380	87412
2451	28389	87392
2452	28399	87375
2453	28410	87362
2454	28419	87342
2455	28429	87326
2456	28438	87305
2457	28448	87291
2458	28462	87284
2459	28473	87271
2460	28484	87258
2461	28494	87243
2462	28505	87229
2463	28514	87210
2464	28525	87197
2465	28534	87177
2466	28546	87165
2467	28562	87169
2468	28573	87156
2469	28582	87137
2470	28593	87123
2471	28603	87106
2472	28614	87091
2473	28624	87077
2474	28640	87077
2475	28653	87071
2476	28664	87059
2477	28676	87048
2478	28687	87034
2479	28698	87022
2480	28710	87012
2481	28723	87004
2482	28735	86994
2483	28745	86977
2484	28758	86971
2485	28770	86959
2486	28780	86942
2487	28792	86932
2488	28803	86920
2489	28813	86902
2490	28826	86895
2491	28837	86883
2492	28847	86865
2493	28860	86858
2494	28871	86845
2495	28881	86830
2496	28891	86814
2497	28906	86811
2498	28919	86804
2499	28929	86787
2500	28940	86776
2501	28952	86763
2502	28962	86749
2503	28972	86733
2504	28983	86717
2505	28992	86699
2506	29003	86687
2507	29014	86674
2508	29024	86657
2509	29035	86643
2510	29044	86626
2511	29054	86607
2512	29064	86592
2513	29075	86579
2514	29087	86567
2515	29101	86563
2516	29113	86552
2517	29123	86538
2518	29135	86527
2519	29146	86513
2520	29163	86517
2521	29174	86506
2522	29184	86489
2523	29195	86475
2524	29205	86461
2525	29217	86448
2526	29230	86441
2527	29240	86425
2528	29250	86410
2529	29261	86397
2530	29271	86379
2531	29281	86365
2532	29293	86353
2533	29302	86335
2534	29314	86323
2535	29324	86308
2536	29334	86292
2537	29346	86280
2538	29355	86261
2539	29366	86249
2540	29377	86236
2541	29388	86222
2542	29397	86204
2543	29407	86188
2544	29416	86168
2545	29426	86152
2546	29435	86132
2547	29444	86115
2548	29457	86107
2549	29466	86087
2550	29476	86071
2551	29486	86057
2552	29495	86038
2553	29506	86023
2554	29514	86002
2555	29525	85987
2556	29534	85968
2557	29550	85970
2558	29560	85955
2559	29569	85937
2560	29580	85922
2561	29590	85908
2562	29601	85894
2563	29611	85877
2564	29624	85870
2565	29650	85901
2566	29660	85884
2567	29670	85868
2568	29678	85847
2569	29688	85831
2570	29701	85822
2571	29711	85807
2572	29721	85792
2573	29732	85777
2574	29743	85764
2575	29756	85756
2576	29768	85747
2577	29780	85737
2578	29790	85722
2579	29802	85709
2580	29812	85695
2581	29822	85679
2582	29833	85665
2583	29842	85647
2584	29853	85635
2585	29864	85621
2586	29874	85604
2587	29885	85591
2588	29896	85578
2589	29908	85568
2590	29919	85553
2591	29929	85540
2592	29939	85524
2593	29950	85511
2594	29962	85499
2595	29973	85485
2596	29983	85471
2597	29993	85454
2598	30004	85441
2599	30014	85425
2600	30023	85405
2601	30034	85393
2602	30043	85376
2603	30052	85356
2604	30062	85340
2605	30071	85320
2606	30099	85357
2607	30119	85368
2608	30131	85360
2609	30143	85348
2610	30153	85333
2611	30163	85318
2612	30175	85305
2613	30185	85291
2614	30196	85277
2615	30207	85264
2616	30216	85245
2617	30225	85227
2618	30234	85207
2619	30244	85191
2620	30252	85172
2621	30262	85155
2622	30271	85137
2623	30281	85121
2624	30292	85106
2625	30300	85086
2626	30311	85072
2627	30321	85057
2628	30330	85037
2629	30343	85030
2630	30355	85021
2631	30366	85007
2632	30381	85004
2633	30393	84996
2634	30404	84983
2635	30417	84974
2636	30429	84965
2637	30441	84955
2638	30452	84941
2639	30462	84924
2640	30473	84912
2641	30485	84902
2642	30495	84885
2643	30506	84873
2644	30518	84863
2645	30543	84890
2646	30555	84879
2647	30565	84862
2648	30577	84854
2649	30590	84844
2650	30604	84840
2651	30616	84829
2652	30626	84814
2653	30638	84803
2654	30648	84788
2655	30658	84772
2656	30669	84758
2657	30677	84739
2658	30687	84723
2659	30698	84708
2660	30707	84690
2661	30717	84676
2662	30728	84660
2663	30737	84644
2664	30749	84632
2665	30757	84612
2666	30767	84596
2667	30777	84579
2668	30787	84564
2669	30797	84547
2670	30810	84540
2671	30820	84525
2672	30831	84513
2673	30841	84496
2674	30852	84483
2675	30863	84470
2676	30873	84455
2677	30885	84444
2678	30895	84429
2679	30903	84409
2680	30913	84391
2681	30922	84372
2682	30932	84357
2683	30943	84345
2684	30952	84325
2685	30962	84311
2686	30971	84292
2687	30981	84278
2688	30992	84264
2689	31001	84245
2690	31011	84231
2691	31022	84217
2692	31033	84203
2693	31045	84194
2694	31057	84184
2695	31067	84168
2696	31078	84155
2697	31088	84139
2698	31098	84123
2699	31109	84109
2700	31118	84092
2701	31129	84080
2702	31142	84071
2703	31154	84062
2704	31164	84045
2705	31175	84034
2706	31198	84052
2707	31212	84046
2708	31223	84034
2709	31261	84093
2710	31273	84085
2711	31288	84082
2712	31299	84070
2713	31310	84056
2714	31320	84040
2715	31332	84029
2716	31343	84017
2717	31356	84008
2718	31365	83991
2719	31376	83977
2720	31386	83963
2721	31396	83945
2722	31407	83933
2723	31422	83930
2724	31431	83913
2725	31442	83899
2726	31453	83887
2727	31464	83873
2728	31475	83861
2729	31485	83846
2730	31494	83826
2731	31504	83811
2732	31518	83806
2733	31527	83787
2734	31537	83772
2735	31546	83753
2736	31556	83739
2737	31566	83723
2738	31575	83704
2739	31587	83694
2740	31596	83676
2741	31610	83672
2742	31622	83663
2743	31633	83649
2744	31642	83630
2745	31656	83625
2746	31667	83613
2747	31676	83594
2748	31687	83581
2749	31698	83569
2750	31708	83552
2751	31725	83556
2752	31735	83540
2753	31745	83525
2754	31754	83506
2755	31764	83492
2756	31773	83474
2757	31784	83459
2758	31794	83443
2759	31802	83425
2760	31812	83409
2761	31821	83389
2762	31831	83373
2763	31839	83354
2764	31850	83342
2765	31866	83340
2766	31878	83331
2767	31892	83325
2768	31901	83309
2769	31913	83298
2770	31924	83283
2771	31934	83268
2772	31945	83255
2773	31954	83239
2774	31967	83230
2775	31978	83218
2776	31988	83201
2777	31998	83186
2778	32009	83173
2779	32020	83161
2780	32031	83148
2781	32042	83136
2782	32052	83120
2783	32063	83107
2784	32074	83093
2785	32085	83080
2786	32096	83069
2787	32110	83063
2788	32120	83048
2789	32130	83033
2790	32144	83026
2791	32154	83011
2792	32164	82995
2793	32175	82983
2794	32187	82973
2795	32196	82955
2796	32206	82940
2797	32215	82923
2798	32228	82914
2799	32242	82908
2800	32254	82897
2801	32267	82890
2802	32280	82883
2803	32290	82869
2804	32301	82856
2805	32315	82849
2806	32325	82834
2807	32336	82821
2808	32346	82805
2809	32357	82794
2810	32369	82782
2811	32379	82767
2812	32390	82754
2813	32402	82743
2814	32412	82728
2815	32426	82723
2816	32438	82713
2817	32449	82700
2818	32458	82682
2819	32468	82668
2820	32477	82649
2821	32488	82636
2822	32499	82623
2823	32511	82615
2824	32524	82606
2825	32537	82597
2826	32549	82589
2827	32560	82576
2828	32575	82573
2829	32587	82561
2830	32597	82547
2831	32613	82547
2832	32622	82530
2833	32637	82527
2834	32650	82517
2835	32660	82503
2836	32670	82489
2837	32682	82477
2838	32691	82460
2839	32703	82449
2840	32715	82438
2841	32724	82420
2842	32735	82409
2843	32747	82398
2844	32758	82385
2845	32771	82376
2846	32782	82364
2847	32792	82349
2848	32802	82334
2849	32813	82322
2850	32825	82311
2851	32835	82295
2852	32846	82282
2853	32854	82263
2854	32864	82247
2855	32874	82232
2856	32883	82213
2857	32893	82199
2858	32902	82181
2859	32913	82168
2860	32924	82155
2861	32933	82137
2862	32945	82126
2863	32956	82114
2864	32966	82099
2865	32978	82089
2866	32988	82075
2867	32999	82060
2868	33011	82051
2869	33022	82039
2870	33033	82025
2871	33045	82015
2872	33057	82004
2873	33066	81988
2874	33080	81981
2875	33093	81974
2876	33109	81974
2877	33123	81967
2878	33135	81958
2879	33166	81994
2880	33180	81990
2881	33198	81993
2882	33213	81990
2883	33224	81978
2884	33238	81971
2885	33247	81956
2886	33260	81948
2887	33275	81944
2888	33288	81936
2889	33303	81934
2890	33313	81918
2891	33326	81909
2892	33341	81906
2893	33356	81905
2894	33381	81926
2895	33394	81918
2896	33411	81921
2897	33425	81914
2898	33441	81912
2899	33455	81908
2900	33470	81904
2901	33483	81896
2902	33496	81888
2903	33518	81902
2904	33530	81894
2905	33542	81882
2906	33555	81875
2907	33575	81884
2908	33592	81884
2909	33604	81875
2910	33619	81870
2911	33638	81877
2912	33654	81876
2913	33668	81871
2914	33681	81863
2915	33692	81850
2916	33704	81840
2917	33717	81832
2918	33731	81826
2919	33744	81818
2920	33759	81814
2921	33771	81804
2922	33794	81821
2923	33807	81814
2924	33821	81807
2925	33833	81796
2926	33844	81783
2927	33853	81765
2928	33864	81752
2929	33874	81738
2930	33884	81723
2931	33896	81712
2932	33906	81696
2933	33917	81683
2934	33929	81673
2935	33938	81656
2936	33948	81640
2937	33958	81626
2938	33968	81610
2939	33981	81600
2940	33994	81593
2941	34022	81621
2942	34041	81627
2943	34059	81631
2944	34070	81619
2945	34080	81603
2946	34104	81622
2947	34114	81605
2948	34125	81593
2949	34141	81592
2950	34151	81577
2951	34162	81563
2952	34173	81551
2953	34185	81540
2954	34198	81533
2955	34210	81520
2956	34220	81507
2957	34230	81490
2958	34242	81479
2959	34252	81466
2960	34262	81449
2961	34273	81436
2962	34284	81423
2963	34293	81406
2964	34304	81394
2965	34316	81383
2966	34327	81371
2967	34339	81360
2968	34351	81350
2969	34362	81335
2970	34372	81321
2971	34385	81311
2972	34397	81301
2973	34415	81306
2974	34427	81294
2975	34438	81282
2976	34449	81269
2977	34460	81257
2978	34471	81242
2979	34482	81230
2980	34492	81215
2981	34508	81213
2982	34519	81202
2983	34531	81190
2984	34541	81175
2985	34555	81169
2986	34569	81163
2987	34580	81150
2988	34598	81153
2989	34609	81141
2990	34625	81141
2991	34637	81128
2992	34649	81118
2993	34663	81111
2994	34673	81098
2995	34685	81086
2996	34697	81075
2997	34708	81063
2998	34719	81051
2999	34731	81040
3000	34743	81029
3001	34753	81013
3002	34765	81004
3003	34777	80993
3004	34788	80980
3005	34800	80970
3006	34813	80961
3007	34826	80952
3008	34839	80945
3009	34849	80929
3010	34862	80920
3011	34875	80912
3012	34885	80898
3013	34896	80884
3014	34907	80871
3015	34916	80854
3016	34929	80845
3017	34940	80833
3018	34950	80818
3019	34961	80805
3020	34973	80794
3021	34985	80783
3022	34994	80767
3023	35006	80755
3024	35018	80744
3025	35028	80730
3026	35042	80724
3027	35055	80714
3028	35067	80703
3029	35076	80686
3030	35086	80673
3031	35095	80655
3032	35106	80641
3033	35117	80627
3034	35134	80628
3035	35144	80614
3036	35174	80646
3037	35190	80643
3038	35205	80639
3039	35218	80632
3040	35231	80623
3041	35242	80611
3042	35256	80603
3043	35268	80594
3044	35281	80586
3045	35329	80656
3046	35353	80672
3047	35365	80662
3048	35376	80649
3049	35396	80657
3050	35411	80653
3051	35422	80640
3052	35444	80651
3053	35457	80643
3054	35471	80637
3055	35484	80629
3056	35500	80626
3057	35511	80616
3058	35521	80600
3059	35533	80587
3060	35544	80576
3061	35560	80573
3062	35570	80558
3063	35581	80545
3064	35597	80544
3065	35611	80539
3066	35621	80522
3067	35632	80510
3068	35644	80498
3069	35655	80486
3070	35667	80475
3071	35680	80467
3072	35695	80462
3073	35707	80452
3074	35717	80436
3075	35729	80425
3076	35740	80413
3077	35750	80398
3078	35763	80389
3079	35775	80379
3080	35787	80367
3081	35799	80356
3082	35811	80347
3083	35824	80337
3084	35836	80328
3085	35847	80313
3086	35859	80302
3087	35873	80296
3088	35884	80284
3089	35896	80272
3090	35907	80261
3091	35918	80248
3092	35928	80233
3093	35940	80221
3094	35952	80210
3095	35963	80198
3096	35976	80188
3097	35987	80175
3098	35997	80161
3099	36008	80148
3100	36019	80135
3101	36029	80118
3102	36040	80107
3103	36052	80095
3104	36064	80085
3105	36074	80069
3106	36088	80062
3107	36099	80051
3108	36111	80039
3109	36124	80031
3110	36136	80020
3111	36146	80004
3112	36155	79988
3113	36166	79974
3114	36175	79958
3115	36185	79943
3116	36195	79927
3117	36204	79910
3118	36215	79896
3119	36223	79878
3120	36234	79864
3121	36242	79846
3122	36252	79829
3123	36262	79815
3124	36272	79799
3125	36283	79785
3126	36296	79777
3127	36307	79766
3128	36341	79802
3129	36351	79788
3130	36367	79785
3131	36382	79781
3132	36399	79782
3133	36411	79770
3134	36423	79758
3135	36432	79742
3136	36444	79730
3137	36455	79718
3138	36468	79710
3139	36482	79703
3140	36497	79700
3141	36509	79689
3142	36523	79682
3143	36532	79666
3144	36545	79655
3145	36560	79652
3146	36574	79644
3147	36595	79654
3148	36608	79645
3149	36622	79638
3150	36632	79625
3151	36644	79613
3152	36656	79602
3153	36668	79592
3154	36679	79578
3155	36692	79570
3156	36706	79563
3157	36720	79556
3158	36733	79548
3159	36744	79536
3160	36758	79528
3161	36770	79518
3162	36783	79510
3163	36793	79493
3164	36805	79482
3165	36817	79472
3166	36826	79455
3167	36836	79441
3168	36847	79427
3169	36857	79412
3170	36868	79400
3171	36882	79391
3172	36892	79377
3173	36905	79368
3174	36917	79358
3175	36929	79348
3176	36940	79335
3177	36954	79326
3178	36965	79315
3179	36975	79299
3180	36986	79287
3181	36998	79276
3182	37009	79262
3183	37022	79253
3184	37035	79245
3185	37048	79237
3186	37061	79228
3187	37072	79215
3188	37085	79206
3189	37097	79196
3190	37110	79187
3191	37127	79185
3192	37139	79176
3193	37153	79168
3194	37165	79158
3195	37177	79148
3196	37189	79137
3197	37201	79126
3198	37214	79116
3199	37227	79109
3200	37240	79100
3201	37252	79087
3202	37263	79075
3203	37275	79065
3204	37286	79052
3205	37297	79039
3206	37310	79029
3207	37323	79021
3208	37332	79005
3209	37345	78995
3210	37363	78996
3211	37375	78986
3212	37391	78984
3213	37401	78968
3214	37412	78956
3215	37424	78945
3216	37436	78934
3217	37446	78919
